"id_rest","street_num","street_name","city","county_name","lat","lng"
50,20807,"stevens creek blvd","cupertino","Santa Clara",37.32331,-122.03808
51,371,"gellert blvd","daly city","San Mateo",37.66516,-122.46714
52,387,"diablo rd","danville","Contra Costa",37.82256,-121.99517
53,807,"camino ramon","danville","Contra Costa",37.8104,-121.99139
54,185,"railroad","danville","Contra Costa",37.82115,-122.00094
55,117,"town and country dr ste a","danville","Contra Costa",37.81382,-121.99872
56,7505,"dublin blvd","dublin","Alameda",37.70507,-121.92793
57,7944,"dublin blvd","dublin","Alameda",37.70184,-121.93521
58,7265,"amador valley blvd","dublin","Alameda",37.71069,-121.9267
59,7783,"amador valley blvd","dublin","Alameda",37.7067248,-121.9343114
63,1776,"powell st","emeryville","Alameda",37.83852,-122.29562
64,5750,"christie ave","emeryville","Alameda",37.83755,-122.29367
65,5862,"doyle st","emeryville","Alameda",37.84085,-122.28758
66,260,"pittman rd","fairfield","Solano",38.22009,-122.12623
67,1360,"holiday ln","fairfield","Solano",38.25687,-122.06477
68,2980,"travis blvd","fairfield","Solano",38.25878,-122.06431
69,1545,"webster st # a","fairfield","Solano",38.25752,-122.04823
70,1955,"texas st","fairfield","Solano",38.24803,-122.06479
71,2390,"n texas st","fairfield","Solano",38.27179,-122.03349
72,39131,"fremont blvd","fremont","Alameda",37.54704,-121.98607
73,5280,"mowry ave","fremont","Alameda",37.5335,-122.00024
74,46645,"mission blvd","fremont","Alameda",37.49077,-121.92936
75,40800,"fremont blvd","fremont","Alameda",37.53516,-121.96218
76,36930,"fremont blvd","fremont","Alameda",37.56125,-122.01207
77,4628,"ariel ave","fremont","Alameda",37.57358,-122.05605
78,5339,"mowry ave","fremont","Alameda",37.53261,-122.00203
79,39350,"paseo padre pky","fremont","Alameda",37.55244,-121.97816
80,39170,"argonaut way","fremont","Alameda",37.54443,-121.98809
81,3241,"walnut avenue","fremont","Alameda",37.55114,-121.98062
82,20413,"hesperian blvd","hayward","Alameda",37.66641,-122.11908
83,30163,"industrial pky sw","hayward","Alameda",37.60807,-122.06587
84,24100,"mission blvd","hayward","Alameda",37.66658,-122.07869
85,25010,"hesperian blvd","hayward","Alameda",37.6447462,-122.1048822
86,191,"san felipe rd # g","hollister","San Benito",36.85928,-121.40067
87,526,"san benito st","hollister","San Benito",36.851,-121.40236
88,3201,"mount diablo blvd","lafayette","Contra Costa",37.89586,-122.0965
89,3535,"mount diablo blvd","lafayette","Contra Costa",37.89165,-122.11948
90,3659,"happy valley rd","lafayette","Contra Costa",37.89634,-122.12939
91,3474,"mount diablo blvd","lafayette","Contra Costa",37.89274,-122.11548
92,117,"s s st","livermore","Alameda",37.6784527,-121.7799377
93,2293,"1st st","livermore","Alameda",37.68219,-121.76772
94,875,"rincon ave","livermore","Alameda",37.68804,-121.78396
95,2310,"homestead rd","los altos","Santa Clara",NA,NA
96,4710,"el camino real","los altos","Santa Clara",37.39979,-122.11186
97,130,"n. santa cruz ave.","los gatos","Santa Clara",37.22529,-121.9823
98,206,"n santa cruz ave","los gatos","Santa Clara",37.22603,-121.98191
99,500,"center ave","martinez","Contra Costa",37.9937,-122.11952
100,3925,"alhambra ave","martinez","Contra Costa",37.99531,-122.13156
101,200,"serra way # 170","milpitas","Santa Clara",37.4268,-121.90906
102,1181,"e calaveras blvd","milpitas","Santa Clara",37.43594,-121.88591
103,333,"s abbott ave","milpitas","Santa Clara",NA,NA
104,18599,"sutter blvd","morgan hill","Santa Clara",37.14913,-121.65719
105,65,"w main ave","morgan hill","Santa Clara",NA,NA
107,1000,"imola ave","napa","Napa",38.28077,-122.27369
108,1044,"los carneros ave","napa","Napa",38.25344,-122.33091
109,1175,"trancas st","napa","Napa",38.32261,-122.29943
110,5,"financial plz ste 120","napa","Napa",38.32374,-122.28964
111,359,"1st st","napa","Napa",38.3026,-122.27766
112,376,"soscol ave","napa","Napa",NA,NA
113,3958,"bel aire plz","napa","Napa",38.3238,-122.30869
114,5989,"mowry ave","newark","Alameda",37.52592,-122.00758
115,1031,"newpark mall","newark","Alameda",37.5277559,-121.9996652
116,405,"hegenberger rd","oakland","Alameda",37.73623,-122.19729
117,1300,"clay st ste 600","oakland","Alameda",37.80473,-122.27357
118,1000,"cotton st","oakland","Alameda",37.7797,-122.23887
119,601,"hegenberger rd","oakland","Alameda",37.74529,-122.19694
120,1620,"chestnut st","oakland","Alameda",37.81113,-122.28422
121,3017,"san pablo ave","oakland","Alameda",37.82132,-122.27706
122,6118,"medau pl","oakland","Alameda",37.82686,-122.21047
123,412,"14th st","oakland","Alameda",37.80426,-122.2703
124,3701,"grand ave","oakland","Alameda",37.81649,-122.24582
125,1916,"franklin st","oakland","Alameda",37.80746,-122.26725
126,1211,"embarcadero","oakland","Alameda",NA,NA
127,8475,"edes ave","oakland","Alameda",37.73985,-122.19448
128,3859,"piedmont ave","oakland","Alameda",37.8246785,-122.2549281
129,1,"broadway","oakland","Alameda",37.79485,-122.27726
130,51,"embarcadero cv","oakland","Alameda",37.78188,-122.24304
131,495,"embarcadero","oakland","Alameda",37.7902278,-122.2605581
132,2477,"monterey blvd","oakland","Alameda",37.81868,-122.2081
133,101,"broadway","oakland","Alameda",37.79566,-122.27699
134,5239,"telegraph ave","oakland","Alameda",37.83844,-122.26254
135,127,"town and country vlg","palo alto","Santa Clara",NA,NA
136,445,"emerson st.","palo alto","Santa Clara",37.44514,-122.16305
137,27,"university ave","palo alto","Santa Clara",37.44306,-122.16559
138,556,"emerson","palo alto","Santa Clara",37.44387,-122.1619
139,529,"alma st.","palo alto","Santa Clara",37.44307,-122.16282
140,265,"lytton ave","palo alto","Santa Clara",37.44655,-122.16337
141,1921,"el camino real","palo alto","Santa Clara",37.42855,-122.14964
142,185,"university ave","palo alto","Santa Clara",37.44473,-122.16312
143,34,"dormidera ave","piedmont","Alameda",37.82544,-122.22739
144,2454,"san pablo ave","pinole","Contra Costa",38.00637,-122.28981
145,2400,"san pablo ave","pinole","Contra Costa",38.00631,-122.29031
146,3788,"railroad","pittsburg","Contra Costa",38.00477,-121.89428
147,3200,"buskirk ave","pleasant hill","Contra Costa",37.9333359,-122.0588741
148,612,"contra costa blvd","pleasant hill","Contra Costa",NA,NA
149,624,"contra costa blvd","pleasant hill","Contra Costa",37.97313,-122.06472
150,2059,"contra costa blvd","pleasant hill","Contra Costa",37.94822,-122.06053
151,4801,"hopyard rd","pleasanton","Alameda",37.69262,-121.90238
152,6455,"owens dr","pleasanton","Alameda",37.69863,-121.90557
153,6464,"owens dr","pleasanton","Alameda",37.6978181,-121.9058562
154,4887,"hopyard rd","pleasanton","Alameda",37.6933297,-121.903348
155,5121,"hopyard rd","pleasanton","Alameda",37.69719,-121.90274
156,12976,"san pablo ave","richmond","Contra Costa",37.94908,-122.33133
157,145,"tweksbury ave.","richmond","Contra Costa",37.9282035,-122.3851439
158,1950,"esplanade","richmond","Contra Costa",37.9151787,-122.3495978
159,35,"e. richmond ave.","richmond","Contra Costa",37.92429,-122.38371
160,49,"washington ave.","richmond","Contra Costa",37.92712,-122.38441
161,180,"s airport blvd","south san francisco","San Mateo",37.64939,-122.40609
164,1270,"el camino real # 1272","san bruno","San Mateo",37.6375943,-122.4215062
165,1250,"grundy ln","san bruno","San Mateo",37.62993,-122.42347
166,1250,"grundy ln","san bruno","San Mateo",37.62993,-122.42347
167,216,"church","san francisco","San Francisco",37.7667584,-122.4290376
168,840,"ulloa","san francisco","San Francisco",37.74086,-122.46546
169,222,"mason","san francisco","San Francisco",37.78607,-122.40912
170,500,"presidion avenue","san francisco","San Francisco",37.78703,-122.44656
171,NA,"the fairmont","san francisco","San Francisco",37.73891,-122.4265
172,1300,"battery st","san francisco","San Francisco",37.8035,-122.40187
173,55,"stevenson","san francisco","San Francisco",NA,NA
174,2100,"van ness avenue","san francisco","San Francisco",37.79508,-122.42287
175,339,"taylor, steak, prime rib","san francisco","San Francisco",37.785267,-122.4113303
176,3349,"steiner","san francisco","San Francisco",37.80033,-122.43805
177,4320,"mission","san francisco","San Francisco",37.72846,-122.4319
178,96,"mc allister","san francisco","San Francisco",37.78108,-122.41365
179,198,"5th","san francisco","San Francisco",37.7814788,-122.4051366
180,607,"front","san francisco","San Francisco",37.79718,-122.39973
181,1944,"union","san francisco","San Francisco",37.7979,-122.43133
182,NA,"wharf","san francisco","San Francisco",37.77713,-122.41964
183,2197,"fillmore","san francisco","San Francisco",37.7896,-122.43428
184,1151,"folsom","san francisco","San Francisco",37.77567,-122.40876
185,395,"hayes","san francisco","San Francisco",37.77681,-122.42267
186,150,"s 1st st","san jose","Santa Clara",37.33363,-121.88796
187,150,"s 1st st ste 111","san jose","Santa Clara",37.33363,-121.88796
188,1753,"n 1st st","san jose","Santa Clara",37.3707857,-121.916718
189,2820,"s white rd","san jose","Santa Clara",37.32389,-121.79539
190,NA,"exp/riveroaks","san jose","Santa Clara",37.4013,-121.92166
191,1051,"blossom hill rd","san jose","Santa Clara",37.25119,-121.87304
192,3758,"stevens creek blvd # 9","san jose","Santa Clara",NA,NA
193,620,"blossom hill rd","san jose","Santa Clara",37.25022,-121.84294
194,780,"s winchester blvd","san jose","Santa Clara",37.3139,-121.94965
195,2831,"meridian ave","san jose","Santa Clara",37.2721635,-121.90691
196,981,"blossom hill rd","san jose","Santa Clara",37.25076,-121.86698
197,15011,"hesperian blvd","san leandro","Alameda",37.70547,-122.13035
198,1803,"marina blvd","san leandro","Alameda",37.70895,-122.16952
199,15015,"freedom ave","san leandro","Alameda",37.70838,-122.12377
200,201,"davis st","san leandro","Alameda",37.72544,-122.15699
201,14660,"washington ave","san leandro","Alameda",37.69979,-122.13945
202,105,"w 25th ave","san mateo","San Mateo",37.54355,-122.307
203,3101,"s el camino real","san mateo","San Mateo",37.5389557,-122.2992983
204,2410,"san ramon valley blvd #130","san ramon","Contra Costa",37.77487,-121.97662
205,10,"boardwalk pl","san ramon","Contra Costa",37.77265,-121.98737
206,2410,"san ramon valley blvd #130","san ramon","Contra Costa",37.77487,-121.97662
207,2410,"san ramon valley blvd","san ramon","Contra Costa",37.77487,-121.97662
208,2570,"el camino real","santa clara","Santa Clara",37.35177,-121.97283
209,2886,"sycamore way","santa clara","Santa Clara",37.33072,-121.9797
210,2705,"the alameda","santa clara","Santa Clara",37.34674,-121.93844
211,2018,"mission st","santa cruz","Santa Cruz",36.96285,-122.04413
212,429,"front st","santa cruz","Santa Cruz",36.97141,-122.02455
213,801,"bridgeway","sausalito","Marin",37.85702,-122.48119
214,1879,"rockville rd","suisun city","Solano",38.25108,-122.15186
215,108,"g sunset shopping center","suisun city","Solano",38.2440678,-122.0205449
216,603,"& 605 main st","suisun city","Solano",NA,NA
217,1314,"s mary ave","sunnyvale","Santa Clara",37.3509872,-122.0504051
218,122,"s. sunnyvale ave.","sunnyvale","Santa Clara",37.37683,-122.02864
219,122,"s. sunnyvale ave.","sunnyvale","Santa Clara",37.37683,-122.02864
220,NA,"mathilda at hwy 237","sunnyvale","Santa Clara",37.3761088,-122.0349156
221,122,"s. sunnyvale ave.","sunnyvale","Santa Clara",37.37683,-122.02864
222,34396,"alvarado niles rd","union city","Alameda",37.5877,-122.02183
223,31860,"alvarado blvd","union city","Alameda",37.59058,-122.07032
224,4355,"sonoma blvd","vallejo","Solano",38.13603,-122.25669
225,250,"fairgrounds dr","vallejo","Solano",NA,NA
226,730,"lincoln rd e","vallejo","Solano",38.1002331,-122.2292258
227,980,"admiral callaghan ln","vallejo","Solano",38.13458,-122.22123
228,199,"lincoln rd w","vallejo","Solano",38.08448,-122.23392
229,950,"sherwood ave","vallejo","Solano",38.10357,-122.21209
230,44,"admiral callaghan ln","vallejo","Solano",38.11073,-122.22801
231,1411,"locust st","walnut creek","Contra Costa",37.89911,-122.06263
232,2387,"n main st","walnut creek","Contra Costa",37.91303,-122.06614
233,700,"bancroft rd","walnut creek","Contra Costa",37.92741,-122.0403
234,1387,"locust st","walnut creek","Contra Costa",37.89877,-122.06215
235,660,"ygnacio valley rd","walnut creek","Contra Costa",37.90697,-122.06005
236,1750,"n main st","walnut creek","Contra Costa",37.90308,-122.06197
237,1101,"s california blvd","walnut creek","Contra Costa",37.89729,-122.06359
238,850,"s brd","walnut creek","Contra Costa",37.90162,-122.06189
239,6510,"washington st","yountville","Napa",38.40103,-122.35979
240,215,"west portal avenue","san francisco","San Francisco",NA,NA
241,NA,"","los gatos","Santa Clara",37.22131,-121.97927
242,22,"hawthorne st","san francisco","San Francisco",NA,NA
243,1,"mission st","san francisco","San Francisco",37.79323,-122.39288
244,NA,"london square","oakland","Alameda",37.79503,-122.27696
245,305,"harbor dr.","sausalito","Marin",37.86878,-122.49839
246,1200,"grant avenue","novato","Marin",38.10821,-122.57254
247,1360,"locust st","walnut creek","Contra Costa",37.89848,-122.06146
248,1230,"grant ave.","san francisco","San Francisco",37.79851,-122.40706
249,2799,"lone tree way","antioch","Contra Costa",37.99519,-121.80654
250,NA,"st","byron","Contra Costa",37.86957,-121.6399
251,303,"soscol ave","napa","Napa",38.28565,-122.27513
252,301,"rohnert park expy w","rohnert park","Sonoma",38.34795,-122.71757
253,1350,"farmers ln","santa rosa","Sonoma",38.43743,-122.68691
254,NA,"","santa rosa","Sonoma",38.43808,-122.71247
255,1901,"mendocino ave","santa rosa","Sonoma",38.4592,-122.71763
256,3703,"main","sebastopol","Sonoma",38.39806,-122.822
257,2353,"lombard st","san francisco","San Francisco",37.79916,-122.44024
258,2010,"rollingwood drive","san bruno","San Mateo",37.63072,-122.4368
259,5970,"san felipe rd","hollister","San Benito",36.9412,-121.41157
260,NA,"teresa and bernal","san jose","Santa Clara",37.22682,-121.77693
261,3955,"freedom circle","santa clara","Santa Clara",37.38548,-121.97305
262,NA,"","santa rosa","Sonoma",38.43808,-122.71247
263,651,"emerson st","palo alto","Santa Clara",37.4433,-122.16036
264,1160,"coleman ave.","san jose","Santa Clara",37.3546541,-121.9280075
265,NA,"rita rd.& rosewood dr.","pleasanton","Alameda",37.69677,-121.8749
266,NA,"st","livermore","Alameda",37.6757,-121.75856
267,855,"main st","pleasanton","Alameda",37.66458,-121.87444
268,620,"airport drive","san carlos","San Mateo",37.51549,-122.25076
269,163,"w santa clara st","san jose","Santa Clara",37.3348894,-121.8935865
270,NA,"drive","san rafael","Marin",37.97461,-122.53288
271,4096,"bay st","fremont","Alameda",37.53273,-121.96135
274,NA,"corner 16th & market","san francisco","San Francisco",37.76424,-122.43314
275,3991,"st","san francisco","San Francisco",37.72606,-122.47831
276,3634,"sacramento st. @ locust","san francisco","San Francisco",37.78755,-122.45194
277,330,"tennant station","morgan hill","Santa Clara",37.11249,-121.64091
279,340,"division st","san francisco","San Francisco",37.76941,-122.40935
280,2325,"taraval st","san francisco","San Francisco",37.74211,-122.49121
281,3140,"alpine rd","portola valley","San Mateo",37.4011996,-122.1927869
282,9900,"sonoma hwy.","kenwood","Sonoma",38.40894,-122.5436
283,1717,"adobe canyon rd","kenwood","Sonoma",38.44211,-122.53971
284,NA,"st","san carlos","San Mateo",37.50495,-122.26281
285,NA,"st","benicia","Solano",38.05286,-122.15351
286,NA,"square","san francisco","San Francisco",37.77713,-122.41964
287,15,"harbor st","san rafael","Marin",37.96583,-122.51365
288,4000,"s. el camino real","san mateo","San Mateo",37.53214,-122.29228
289,75,"arbor rd.","menlo park","San Mateo",NA,NA
290,5634,"college ave.","oakland","Alameda",37.84381,-122.2514
291,751,"e. el camino real","sunnyvale","Santa Clara",NA,NA
292,1940,"taraval","san francisco","San Francisco",37.74279,-122.48713
293,620,"lighthouse avenue","pacific grove","Monterey",NA,NA
294,822,"irving st","san francisco","San Francisco",37.76426,-122.46677
295,NA,"antonio rd","los altos","Santa Clara",37.38992,-122.11416
296,42,"columbus ave.","san francisco","San Francisco",37.79622,-122.40401
297,NA,"ramon blvd.","san ramon","Contra Costa",37.74,-121.94221
298,1695,"st @ clay","san francisco","San Francisco",37.7922717,-122.4208117
299,2274,"lombard st","san francisco","San Francisco",37.79975,-122.43894
300,14515,"big basin way","saratoga","Santa Clara",37.25738,-122.03429
301,445,"blossom hill rd.","san jose","Santa Clara",37.25246,-121.8299
302,2,"theatre square","orinda","Contra Costa",37.8788387,-122.1821868
303,3955,"freedom circle","santa clara","Santa Clara",37.38548,-121.97305
304,1695,"polk st @ clay","san francisco","San Francisco",37.79239,-122.42105
305,1250,"bayshore hwy","burlingame","San Mateo",37.59281,-122.36214
306,1115,"willow st","san jose","Santa Clara",37.30837,-121.90198
307,8200,"arroyo circle","gilroy","Santa Clara",37.02143,-121.5621
308,1658,"market st. at franklin st.","san francisco","San Francisco",37.77402,-122.42071
309,450,"water st","oakland","Alameda",37.7949578,-122.2774545
310,5400,"sunol blvd","pleasanton","Alameda",37.65236,-121.87952
311,5765,"christie ave.","emeryville","Alameda",37.83671,-122.29396
312,740,"sutter st","san francisco","San Francisco",NA,NA
313,NA,"and callendar","inverness","Marin",38.10069,-122.85936
314,4050,"byway east","napa","Napa",38.3326,-122.31815
315,5121,"hopyard rd","pleasanton","Alameda",37.69719,-121.90274
316,1680,"willow pass rd","concord","Contra Costa",37.97241,-122.04134
317,3800,"valley vista rd.","walnut creek","Contra Costa",NA,NA
319,800,"southampton rd","benicia","Solano",38.06621,-122.16664
320,207,"west main avenue","morgan hill","Santa Clara",37.1285,-121.65894
321,1349,"park st","alameda","Alameda",37.76379,-122.24335
323,63,"ellis st","san francisco","San Francisco",37.78538,-122.40718
324,240,"california","san francisco","San Francisco",37.79356,-122.39948
325,1699,"van ness ave","san francisco","San Francisco",37.79101,-122.42285
326,601,"van ness ave","san francisco","San Francisco",37.78138,-122.4214
327,2468,"junipero serra bl.","daly city","San Mateo",37.69196,-122.47144
328,1676,"n. california blvd.","walnut creek","Contra Costa",NA,NA
330,NA,"lake resort","mammoth lakes","Mono",37.59893,-118.85121
331,1528,"tavern rd","mammoth lakes","Mono",37.64503,-118.96675
332,2421,"larkspur landing circle","larkspur","Marin",37.9477015,-122.5082619
333,NA,"","lafayette","Contra Costa",37.89077,-122.12813
334,56,"gold st","san francisco","San Francisco",37.79686,-122.40291
335,511,"hayes st","san francisco","San Francisco",37.77649,-122.425
336,NA,"rd. at i-580","pleasanton","Alameda",37.70139,-121.89194
337,NA,"rd. at i-580","pleasanton","Alameda",37.70139,-121.89194
338,345,"healdsburg avenue","healdsburg","Sonoma",38.6111911,-122.87096
339,2029,"market st","san francisco","San Francisco",37.76833,-122.42756
340,1437,"lincoln ave.","calistoga","Napa",38.57941,-122.57904
341,1163,"san carlos ave","san carlos","San Mateo",37.50654,-122.26065
342,1440,"lincoln ave.","calistoga","Napa",38.57924,-122.57841
343,1200,"el paseo de saratoga","san jose","Santa Clara",37.28858,-121.99188
344,2329,"n. fremont","monterey","Monterey",36.59761,-121.85531
345,546,"university ave.","palo alto","Santa Clara",37.44881,-122.15833
346,347,"primrose rd","burlingame","San Mateo",37.57824,-122.34904
347,899,"el camino real","san bruno","San Mateo",37.63016,-122.41798
348,1200,"6th. st","san francisco","San Francisco",37.77853,-122.40563
349,408,"main st","half moon bay","San Mateo",37.4644665,-122.4292695
350,400,"s. main st. (highway one)","fort bragg","Mendocino",39.44564,-123.80564
351,1600,"old bayshore highway","burlingame","San Mateo",37.5999,-122.3669
352,1981,"diamond blvd.","concord","Contra Costa",37.97064,-122.05537
353,6126,"medaue place","oakland","Alameda",37.82696,-122.21028
354,1410,"s. cabrillo hwy.","half moon bay","San Mateo",37.44733,-122.42953
355,NA,"blvd","milpitas","Santa Clara",37.43286,-121.89702
358,2434,"mission st","san francisco","San Francisco",37.75796,-122.41928
359,3340,"mowry ave","fremont","Alameda",37.55251,-121.98437
360,1919,"ocean avenue","san francisco","San Francisco",37.72518,-122.46273
361,1516,"broadway","san francisco","San Francisco",37.79604,-122.42214
362,4031,"balboa","san francisco","San Francisco",37.77524,-122.50214
363,2115,"irving st","san francisco","San Francisco",37.76315,-122.48075
364,929,"e duane ave","sunnyvale","Santa Clara",37.38864,-122.00322
365,9071,"soquel dr","aptos","Santa Cruz",36.97589,-121.8883
366,8035,"soquel dr ste 21","aptos","Santa Cruz",36.97758,-121.90193
367,1815,"s bascom ave","campbell","Santa Clara",37.2908,-121.93212
368,851,"w hamilton ave","campbell","Santa Clara",37.2945,-121.96463
369,2895,"s bascom ave","campbell","Santa Clara",NA,NA
370,427,"capitola ave","capitola","Santa Cruz",36.97511,-121.95387
371,1855,"41st ave # r-6","capitola","Santa Cruz",36.97597,-121.96613
372,7,"san pedro rd","colma","San Mateo",37.688675,-122.4669787
373,1058,"shell blvd","foster city","San Mateo",37.5497019,-122.2640807
374,1026,"foster city blvd","foster city","San Mateo",37.5546517,-122.2576366
375,1458,"pollard rd","los gatos","Santa Clara",37.26377,-121.98411
376,14107,"winchester blvd # s","los gatos","Santa Clara",37.26251,-121.96227
377,1320,"el camino real","millbrae","San Mateo",37.6095,-122.4002
378,90,"s abel st","milpitas","Santa Clara",37.42906,-121.90812
379,750,"e calaveras blvd","milpitas","Santa Clara",37.43295,-121.89274
380,1818,"milmont dr","milpitas","Santa Clara",37.45509,-121.916
381,89,"s park victoria dr","milpitas","Santa Clara",37.43396,-121.88409
382,1549,"landess ave","milpitas","Santa Clara",37.41622,-121.87601
383,72,"s park victoria dr","milpitas","Santa Clara",37.434322,-121.8837108
384,1228,"s abel st","milpitas","Santa Clara",37.41293,-121.90376
385,62,"dixon rd","milpitas","Santa Clara",37.45723,-121.91051
386,1470,"n milpitas blvd","milpitas","Santa Clara",37.45185,-121.90984
388,303,"san pedro ave","pacifica","San Mateo",37.59505,-122.50925
389,855,"main st","redwood city","San Mateo",37.48555,-122.22588
390,2211,"gellert blvd","south san francisco","San Mateo",37.64929,-122.45327
391,480,"san anselmo ave s","san bruno","San Mateo",37.61611,-122.40475
392,130,"el camino real","san bruno","San Mateo",37.61657,-122.40715
393,354,"el camino real","san bruno","San Mateo",37.62042,-122.41034
394,370,"san bruno ave w","san bruno","San Mateo",37.63005,-122.4143
395,649,"san mateo ave","san bruno","San Mateo",NA,NA
396,576,"san mateo ave","san bruno","San Mateo",37.62606,-122.41103
397,1195,"laurel st","san carlos","San Mateo",NA,NA
398,66,"club dr","san carlos","San Mateo",37.50322,-122.28507
399,374,"e santa clara st","san jose","Santa Clara",37.33975,-121.88236
400,301,"e santa clara st # c","san jose","Santa Clara",37.33957,-121.88417
401,1006,"e santa clara st","san jose","Santa Clara",NA,NA
402,2859,"senter rd","san jose","Santa Clara",37.2993011,-121.839585
403,198,"w santa clara st","san jose","Santa Clara",37.33437,-121.89333
404,795,"s 2nd st","san jose","Santa Clara",37.32459,-121.88086
405,6081,"meridian ave # f","san jose","Santa Clara",37.2297,-121.88464
406,797,"e julian st","san jose","Santa Clara",37.34829,-121.8779
407,674,"n 13th st # a","san jose","Santa Clara",37.35448,-121.88714
408,457,"e san carlos st","san jose","Santa Clara",NA,NA
409,3017,"meridian ave","san jose","Santa Clara",37.26995,-121.9058
410,1749,"alum rock ave","san jose","Santa Clara",37.35363,-121.85463
411,NA,"","san jose","Santa Clara",37.33866,-121.88542
412,2384,"senter rd","san jose","Santa Clara",37.3089,-121.84752
413,80,"s 2nd st","san jose","Santa Clara",37.3353417,-121.888325
414,974,"lundy ave","san jose","Santa Clara",37.37358,-121.87212
415,2345,"mckee rd","san jose","Santa Clara",37.3665352,-121.8486364
416,348,"e santa clara st","san jose","Santa Clara",37.33944,-121.88322
417,439,"camille cir unit 15","san jose","Santa Clara",37.40273,-121.92236
418,3656,"cherry ave","san jose","Santa Clara",37.26827,-121.8872
419,3680,"stevens creek blvd # c","san jose","Santa Clara",37.32266,-121.96543
420,2863,"senter rd","san jose","Santa Clara",37.2992497,-121.8395364
421,2597,"senter rd","san jose","Santa Clara",37.3032325,-121.8433521
422,2593,"senter rd","san jose","Santa Clara",37.30311,-121.84366
423,2857,"senter rd # c","san jose","Santa Clara",37.29956,-121.84016
424,1939,"alum rock ave # h","san jose","Santa Clara",37.35509,-121.85166
425,535,"e santa clara st","san jose","Santa Clara",37.34177,-121.87951
426,185,"park ave","san jose","Santa Clara",37.33134,-121.89191
427,32,"42nd ave","san mateo","San Mateo",37.53017,-122.29034
428,3708,"s el camino real","san mateo","San Mateo",37.53396,-122.29446
429,2456,"s el camino real","san mateo","San Mateo",NA,NA
430,500,"lawrence expy # c","santa clara","Santa Clara",NA,NA
431,3484,"el camino real","santa clara","Santa Clara",37.3521451,-121.9923399
432,61,"washington st","santa clara","Santa Clara",37.33934,-121.93851
